wage,height,weight,age,educ,male,married
27300,172,70,49,11.5,0,1
18000,160,80,52,10.5,0,0
66091,187,91,50,16,1,1
30076,168,69,47,18,0,1
57012,180,72,57,18,1,1
31800,181,78,28,17,1,0
63700,180,69,54,18,1,0
46950,182,85,58,18,1,0
45750,168,81,51,18,0,0
44500,181,83,46,18,1,0
20918,146,51,51,10.5,0,1
48916,168,78,57,12,0,1
32690,175,105,58,10.5,1,1
34130,164,50,50,11.5,0,0
19440,175,77,42,14.5,0,0
15835,158,54,52,11.5,0,1
49139,176,79,48,12,1,1
16300,167,60,46,12,0,1
30700,168,98,57,11.5,1,1
25700,172,65,50,11.5,1,0
32500,177,100,33,12,1,0
15730,176,85,40,11.5,1,1
31830,182,120,50,11.5,1,1
31600,170,90,44,12,1,1
45900,170,56,51,18,0,1
44200,181,90,37,11.5,1,0
13200,175,60,37,11.5,0,0
40400,174,68,36,12,1,1
31332,171,74,49,13,1,1
31332,153,63,49,13,0,1
22915,163,57,58,18,0,1
50748,180,95,59,18,1,1
30100,174,75,59,12,1,1
20173,176,95,49,11.5,1,0
22800,172,72,46,12,0,1
60000,187,112,55,15,1,1
19416,157,52,57,15,0,1
42400,173,88,50,16,1,1
54300,163,70,47,18,0,1
20000,183,69,36,15,1,0
19500,170,63,28,12,0,0
17400,163,63,58,11.5,0,1
29800,190,88,35,12,1,0
19550,170,60,31,11.5,0,0
16200,174,64,46,14,0,0
21600,184,83,34,11.5,1,0
22800,180,92,43,11.5,1,1
30600,180,88,56,11.5,1,1
18000,174,83,55,12,1,1
26400,169,80,48,12,0,1
30552,168,73,59,12,0,0
28500,168,72,42,15,0,1
25000,160,90,46,11.5,0,1
17400,175,92,49,11.5,1,1
18200,165,55,46,11.5,0,0
13200,165,62,26,10,0,0
25204,154,88,55,12,0,1
31228,160,59,48,12,0,1
76660,172,65,37,11.5,1,0
18000,180,75,53,11.5,1,1
28800,156,69,58,13,0,0
30300,175,100,42,13,0,1
42000,171,80,30,11.5,0,0
22800,198,128,36,11.5,1,0
24000,170,62,32,11.5,1,0
19200,155,50,33,14.5,0,0
20755,164,70,53,11.5,0,1
25262,176,86,54,12,1,1
26846,163,62,28,11.5,0,1
12780,170,100,31,11.5,0,1
35800,170,95,31,10.5,1,1
13850,165,58,25,11.5,0,0
37200,168,67,30,14.5,1,0
29300,167,86,55,14,0,1
16920,172,87,56,11.5,1,1
13650,158,62,54,11.5,0,1
27600,163,79,57,11.5,1,1
12001,178,74,37,11.5,1,0
15600,180,95,57,10.5,1,0
18000,174,75,46,11.5,1,1
24000,175,102,55,11.5,1,0
27600,159,54,55,11.5,0,0
48960,160,56,31,14.5,0,0
13200,168,55,32,11.5,1,0
24000,182,79,62,8.5,1,1
20400,185,82,31,11.5,1,0
18250,177,82,31,18,1,1
22715,159,53,42,12,0,0
43800,191,94,35,14.5,1,1
28502,160,56,37,11.5,0,1
32760,183,108,42,11.5,1,1
12600,178,64,41,11.5,0,1
26200,180,93,39,11.5,1,0
29800,160,57,37,12,0,1
29200,178,72,40,11.5,1,1
27700,173,89,42,12,0,1
66700,187,105,45,11.5,1,1
37200,185,77,32,14,1,1
28800,167,68,32,11.5,0,0
27300,182,105,53,11,1,1
29900,168,71,36,11.5,1,0
21900,173,75,54,10.5,1,0
31025,173,60,29,11.5,1,0
33400,173,68,29,11.5,0,0
42000,183,105,50,12,1,1
16800,160,52,29,14.5,0,0
26720,165,70,58,15,0,0
45300,172,80,49,18,0,1
13200,173,64,25,10,0,0
25200,175,80,58,14.5,1,1
31500,152,55,51,12,0,1
18850,180,85,51,11.5,1,1
29333,166,58,42,18,0,1
19200,178,85,38,12,1,0
19204,177,75,50,11.5,1,0
14406,186,70,31,11.5,1,0
16896,172,71,48,13,0,0
18600,174,81,28,10.5,1,1
13400,169,60,28,13.5,0,1
15400,172,100,52,10.5,1,1
43300,170,67,38,18,0,0
20400,180,104,44,11.5,1,0
41600,179,86,41,18,1,0
34400,182,97,49,11.5,1,1
30700,164,69,49,11.5,0,1
26692,174,54,29,14.5,0,1
21600,178,120,34,11.5,1,1
18600,161,65,49,18,0,1
31400,170,64,50,13,1,1
14200,172,65,24,15,1,0
23600,198,125,30,10.5,1,0
33800,183,98,34,16,1,1
26900,170,82,57,12,1,1
24110,164,70,45,18,0,1
20400,175,95,46,15,1,1
39680,182,80,37,18,1,0
32892,172,60,32,18,0,0
49700,186,92,49,18,1,1
34200,170,83,50,18,0,1
20472,172,95,51,11.5,1,0
24000,174,97,61,15,0,1
31400,172,77,63,11.5,1,1
50650,164,64,54,18,0,0
39073,189,90,34,18,1,1
56000,190,88,34,13,1,1
19400,188,93,52,11.5,1,1
12500,168,100,48,10.5,0,1
39400,170,80,41,11.5,1,1
33600,183,60,44,10.5,1,1
21600,178,85,58,10.5,1,1
15600,168,75,58,10.5,0,1
42600,192,110,47,10.5,1,1
21850,172,75,54,10.5,1,1
40100,172,60,51,11.5,0,1
42000,175,78,60,13,1,1
23681,174,85,58,12,1,1
39850,158,74,52,12,0,1
14400,178,79,30,11.5,1,0
23105,163,63,26,11.5,0,0
30600,175,100,60,12,1,1
12840,165,70,59,11.5,0,1
26530,190,79,46,11.5,1,0
40700,175,57,27,13,0,0
25200,190,83,30,11.5,1,0
55800,185,80,27,18,1,1
47200,177,82,45,11.5,1,1
32300,185,95,38,14.5,1,1
13380,178,61,27,11.5,1,1
56700,172,76,53,16,1,1
20977,160,65,51,15,0,1
69600,183,83,41,13,1,1
16450,172,91,31,11.5,1,0
22400,182,100,45,11.5,1,1
18000,169,66,45,11.5,0,1
13725,180,73,24,11.5,1,0
22800,186,92,43,11.5,1,1
28810,168,120,41,13,0,1
24082,165,56,28,14.5,0,0
33892,158,53,55,18,0,0
26208,163,73,29,18,0,0
42050,173,71,47,15,1,0
25000,162,55,48,11.5,0,0
29800,172,82,58,11.5,1,0
28650,171,72,46,11.5,1,0
22400,168,65,48,10.5,1,0
22800,178,73,30,10.5,1,0
25900,165,60,43,11.5,0,1
81600,186,96,44,12,1,1
33604,181,75,35,11.5,1,1
18000,180,87,38,11.5,1,0
13500,168,72,29,15,0,0
15600,163,60,33,14.5,0,0
24817,167,95,48,12,0,0
31200,180,120,53,15,1,0
66000,189,80,43,18,1,1
37300,172,70,41,18,0,1
13703,173,79,31,11.5,0,0
22350,184,89,32,11.5,1,0
20400,172,75,30,11.5,0,0
22200,186,85,29,11.5,1,0
28200,180,80,42,11.5,1,0
36000,180,66,33,18,0,0
20400,170,90,50,11.5,1,1
23000,180,75,32,13.5,1,0
18696,176,95,56,11.5,1,0
19800,176,85,51,10.5,1,1
13800,163,74,41,11.5,0,0
32500,188,120,41,11.5,1,0
15600,187,110,48,10.5,1,0
22000,163,80,37,10.5,0,0
23700,165,62,46,15,0,1
22800,184,96,49,11.5,1,1
31200,164,64,30,11.5,0,0
16200,184,82,37,11.5,1,0
21700,176,90,52,11.5,1,1
15600,168,67,52,11.5,0,1
12276,153,70,30,10.5,0,0
14400,173,102,55,11.5,1,1
52992,180,90,36,12,1,0
33600,174,98,41,11.5,1,0
36200,165,65,43,18,0,1
51600,174,86,45,18,1,1
34407,166,70,52,12,0,1
20400,178,98,49,11.5,1,0
17400,171,73,52,16,0,0
18600,178,80,39,11.5,1,1
16200,170,70,38,12,0,1
38650,187,115,55,11.5,1,1
23000,191,120,31,10.5,1,0
19550,187,100,33,11.5,1,0
20738,178,92,35,10.5,1,0
21600,186,92,49,12,1,1
18600,163,58,47,12,0,1
18000,187,89,25,10.5,1,0
33600,173,88,46,11.5,1,1
23600,170,64,24,11.5,0,0
18400,188,125,58,11.5,1,1
37050,166,67,55,15,0,1
16400,185,89,51,12,1,0
15600,170,58,25,10,0,0
16040,162,80,47,10.5,0,0
29980,178,75,33,11.5,1,1
22600,168,70,47,11.5,0,0
44000,163,54,42,18,0,0
37200,186,82,49,15,1,0
48000,184,91,52,16,1,1
22392,165,95,52,11.5,0,1
15600,159,48,28,12,0,0
23400,178,85,25,15,1,0
29150,168,77,49,18,0,0
30900,172,80,55,11,1,1
15600,175,80,31,12,0,1
14400,180,106,34,11.5,1,1
44000,167,73,57,11.5,1,0
25200,186,76,30,11.5,1,0
18400,165,83,60,10.5,0,1
30057,160,51,46,18,0,0
40800,176,70,59,12,1,1
36300,178,80,39,16,1,1
52100,177,65,56,14,1,1
41000,164,51,49,18,0,0
36152,186,61,37,18,1,1
28800,182,88,45,10.5,1,1
52344,183,81,40,12,1,1
15996,188,75,44,18,1,0
41100,171,99,36,16,1,0
22599,182,72,23,11.5,1,0
34845,176,80,28,14.5,1,0
28139,172,84,41,11,1,1
31900,169,83,45,12,0,0
25200,190,104,34,11.5,1,0
19035,194,103,35,11.5,1,1
12010,178,68,44,10.5,0,0
25000,182,101,38,10.5,1,1
72000,163,64,61,18,0,1
39600,174,82,29,14.5,1,0
20460,174,58,27,11.5,0,0
18000,168,60,27,14.5,0,0
37140,178,82,54,10.5,1,1
19670,174,81,29,11.5,1,1
42000,179,87,58,15,1,1
37500,180,75,25,11.5,1,0
19350,168,66,55,11,0,0
31807,178,98,54,12,1,0
36159,180,75,52,12,1,1
20385,176,74,48,12,0,1
24000,180,78,23,11.5,1,0
71000,183,83,47,11.5,1,1
35100,172,55,30,14.5,0,0
90000,180,89,59,15,1,1
13500,180,62,29,11.5,1,0
28500,184,87,32,14.5,1,0
74400,169,56,52,18,0,0
40800,164,58,46,13,0,0
67200,182,94,35,18,1,1
86400,189,90,43,18,1,1
45000,172,65,42,16,0,1
59400,167,54,61,18,0,0
13200,178,120,45,10.5,1,1
93200,194,93,40,12,1,1
42388,167,70,61,10.5,1,1
30607,158,60,59,11.5,0,1
44422,175,74,58,13,1,1
21860,167,74,60,10.5,0,0
58950,185,85,52,18,1,1
33780,168,65,52,18,0,1
78150,183,75,51,18,1,1
36000,163,50,49,18,0,1
16200,170,62,44,10.5,0,1
47017,179,102,54,15,1,1
18074,162,64,55,10.5,0,1
40470,180,84,39,11.5,1,1
21800,172,62,36,11.5,1,1
30350,168,73,50,12,1,0
28806,167,55,27,11.5,0,0
19000,175,90,35,10.5,1,1
34700,166,78,37,11.5,0,0
33800,173,105,56,10.5,1,1
16800,185,88,24,11.5,1,0
46100,180,77,54,16,1,1
25000,164,60,46,11.5,0,1
41500,191,93,44,11.5,1,1
29600,163,63,63,12,0,0
43200,176,72,50,15,1,1
20950,163,65,44,15,0,1
16805,175,82,54,12,1,1
39252,173,81,43,15,1,0
37600,170,77,59,15,0,0
29500,163,85,36,10.5,1,1
33600,185,100,59,10.5,1,1
18000,180,80,28,10.5,1,0
33200,177,73,31,10.5,1,0
88720,178,96,61,13,1,1
144000,187,105,38,11.5,1,0
19000,163,50,45,12,0,1
43200,171,79,58,18,0,1
23840,165,82,47,7,0,0
41700,182,96,61,10.5,1,1
34200,168,73,59,11,1,1
24000,180,78,23,7,1,0
17667,172,68,22,11.5,0,0
39712,185,84,51,11.5,1,0
21999,172,84,51,16,0,0
49400,173,80,48,11.5,1,0
51375,178,75,42,18,1,1
64200,180,100,61,18,1,1
26400,172,71,43,10.5,1,1
19200,185,92,45,10.5,1,0
29150,176,94,34,10.5,1,1
35000,159,70,34,12,0,1
32097,175,70,40,11.5,1,1
29200,168,65,42,11.5,1,0
34600,167,65,41,12,0,1
34250,180,83,38,15,1,1
32300,165,90,38,11,1,0
37000,172,74,47,14,1,1
24100,158,57,46,16,0,1
35400,178,68,46,11,1,1
42000,176,93,51,12,1,1
42000,180,89,52,12,1,1
33600,170,110,49,16,0,1
36214,178,80,51,10.5,1,0
16346,182,110,39,11.5,1,1
36395,184,110,56,15,1,1
18000,174,115,27,13.5,0,0
14400,180,74,25,12,1,0
21600,179,67,38,14,1,1
27000,168,58,36,12,0,1
46500,190,80,38,11.5,1,0
18000,168,71,56,9,1,0
33600,162,46,57,10.5,0,1
25200,170,65,29,10.5,1,0
30108,176,82,54,10.5,0,0
62900,185,100,48,18,1,0
19662,173,68,45,10.5,0,0
23800,179,107,46,10.5,0,0
24500,176,90,34,11,1,1
18500,173,60,26,11,1,1
35100,188,90,52,10.5,1,1
26000,168,72,50,11.5,0,1
34992,194,108,42,10.5,1,1
22200,165,68,58,10.5,0,1
19200,153,55,29,13.5,0,0
45500,181,66,27,13.5,1,0
42800,187,112,36,14.5,1,1
23900,178,82,55,11.5,0,1
27600,175,87,39,13.5,1,1
40604,175,122,49,18,1,1
43003,170,85,46,18,0,1
38973,183,96,51,11.5,1,1
20035,183,80,24,11.5,1,0
30500,180,65,34,11.5,1,1
24700,182,80,43,10.5,1,1
55260,175,88,62,18,1,1
98375,182,105,56,18,1,1
59039,178,80,61,13,1,1
29000,164,90,44,10.5,0,0
15700,176,86,41,10.5,1,0
127195,182,84,50,18,1,1
41000,177,80,52,12,1,0
33700,172,52,44,13.5,1,1
67200,188,100,47,18,1,1
33600,168,55,42,18,0,1
63030,176,110,54,18,1,1
54800,178,128,52,11.5,1,1
41400,170,100,41,13,1,1
60000,180,87,54,15,1,1
21000,176,72,47,13.5,0,1
51600,190,90,44,18,1,1
96000,181,94,51,18,1,1
64600,170,85,52,18,0,1
31780,162,54,47,18,0,0
24736,191,90,43,16,1,0
79200,190,89,45,7,1,1
40700,178,108,56,10.5,1,1
52400,178,82,27,13.5,1,0
37809,175,91,29,14.5,1,0
34550,179,82,42,10.5,1,1
47970,190,97,42,14.5,1,1
34750,171,64,37,11.5,0,0
58425,174,72,47,10.5,1,1
26700,169,78,42,14.5,1,1
62700,188,91,57,10.5,1,0
46462,165,72,43,10.5,0,0
320917,180,130,60,18,1,1
84000,168,68,55,18,0,1
65385,178,71,37,18,1,1
67089,187,97,64,18,1,1
35800,185,90,57,12,1,1
104500,173,80,44,18,1,1
47400,154,68,57,15,0,1
192000,180,98,60,18,1,1
29000,190,110,36,10.5,1,1
40500,180,90,25,9,1,1
32400,188,86,45,18,1,1
52200,178,90,40,18,1,1
31250,172,80,60,10.5,1,1
20050,171,63,56,11,0,1
41600,178,78,53,10.5,1,1
18500,150,75,53,11.5,0,1
45300,171,72,27,16,1,0
34200,184,92,52,11.5,1,1
44600,179,99,39,14.5,0,1
72000,177,90,59,17,1,1
15360,168,57,57,11.5,0,1
35500,186,82,28,9,1,0
20385,178,80,48,12,1,1
67200,158,49,46,11.5,0,1
38003,176,70,53,10.5,1,1
30000,170,82,40,10.5,1,1
27742,178,85,48,10.5,1,1
30108,173,76,56,11,1,1
22643,157,53,47,11.5,0,1
22074,167,65,43,10.5,1,0
52800,188,85,54,18,1,1
36600,176,79,46,18,0,1
60000,180,73,46,18,1,0
41300,167,60,46,18,0,0
19700,183,95,35,10.5,1,1
36000,190,100,45,12,1,1
35100,159,74,38,11.5,0,1
35500,177,79,56,11.5,1,0
25200,168,97,31,14.5,1,0
49164,179,100,44,18,1,1
44720,178,75,44,16,0,1
27600,183,80,45,11,1,1
49700,174,72,49,7,0,1
48300,180,90,56,11.5,1,1
21000,171,72,51,11.5,0,1
23300,177,90,25,14.5,0,0
35400,176,73,53,10.5,1,0
27540,184,80,35,10.5,1,0
84093,191,113,48,17,1,1
18600,165,68,56,12,0,1
116400,168,78,55,15,1,1
36400,165,85,57,10.5,0,0
12401,163,75,29,14.5,0,0
25602,168,74,61,12,1,1
43503,164,60,53,10.5,0,1
48000,186,103,43,11.5,1,1
43000,186,79,41,18,1,1
90000,186,92,42,12,1,1
33500,176,97,45,10.5,1,1
39000,173,82,44,11.5,0,1
44450,178,71,51,14,0,0
36100,176,82,38,12,0,0
46500,185,96,45,16,1,0
22100,160,62,47,12,0,1
16800,174,83,60,10.5,1,1
36000,185,105,30,18,1,0
35928,170,70,44,10.5,0,1
13253,179,118,38,10.5,1,1
278000,184,79,39,14,1,0
21570,172,85,47,9,0,1
30300,184,80,26,11.5,1,0
84000,190,95,56,11.5,1,1
22176,152,65,48,9,0,0
35500,185,68,25,11.5,1,0
86100,176,95,59,13,1,1
72000,172,72,53,18,1,1
29400,172,64,47,15,0,1
37460,178,100,49,16,0,0
41000,176,83,40,10.5,1,1
280000,181,105,60,18,1,1
120000,187,93,41,18,1,1
467211,181,80,41,18,1,1
91700,160,54,48,16,0,1
137100,180,91,50,18,1,1
42600,170,56,44,18,0,0
44200,160,54,44,11.5,0,0
27600,173,70,41,11.5,0,0
86560,180,76,47,10,1,1
22600,178,76,27,11.5,1,0
30320,165,77,40,11.5,1,1
31239,169,74,42,12,0,1
45450,186,96,37,10.5,1,1
37639,184,110,51,10.5,1,1
28850,156,66,50,11.5,0,0
48032,184,92,55,10.5,1,0
16200,163,65,50,11.5,0,0
50000,190,130,36,18,1,0
25953,166,78,31,18,0,0
74850,185,84,38,18,1,1
30696,176,75,38,18,0,1
97103,194,96,42,18,1,1
56700,179,72,45,18,1,1
86650,162,70,45,18,0,1
46650,178,72,45,18,1,0
24000,180,87,53,10.5,1,1
31400,180,89,59,10.5,1,1
17388,164,75,49,10.5,0,1
35800,190,83,43,11.5,1,1
29950,170,68,38,11.5,0,1
49800,183,75,42,16,1,1
33220,180,95,39,9,1,1
28900,175,85,46,12,0,0
47600,186,79,34,18,1,1
36700,183,58,48,11.5,1,0
44800,180,88,41,14,1,1
27300,190,100,49,12,1,1
23772,166,94,56,11.5,0,1
24700,168,76,52,12,0,1
30022,188,130,34,12,1,0
26500,185,85,33,14.5,0,0
37044,165,60,59,12,0,0
20920,160,79,33,14,0,0
17846,186,80,46,11.5,1,1
39000,172,63,36,12,1,1
32680,174,72,34,16,0,1
19784,160,88,57,11,0,0
36000,188,106,61,12,1,0
28349,165,65,51,12,0,1
51900,173,75,63,14.5,1,1
38800,179,83,59,11.5,1,1
24000,178,90,34,14.5,1,1
27600,170,84,57,10.5,1,1
48000,178,80,56,14.5,1,1
72000,181,73,63,18,1,1
27570,175,84,58,10.5,1,1
12920,163,50,25,14.5,0,0
45150,168,75,45,15,0,0
38000,164,74,50,10.5,0,1
24000,175,78,46,10.5,1,1
24000,180,95,43,11.5,1,1
93250,189,85,49,18,1,1
49600,176,75,52,10.5,1,1
61100,186,82,43,17,1,1
36100,167,104,61,11,1,1
46600,165,80,58,18,0,0
79400,192,89,51,18,1,1
22800,168,54,50,18,0,1
53605,168,51,42,17,0,0
110500,198,89,49,17,1,1
20019,182,110,58,12,1,1
55000,182,90,50,18,1,1
66550,183,110,46,15,1,1
26700,176,85,46,10.5,1,0
29600,198,107,42,15,1,1
38400,165,69,46,11.5,0,1
57700,177,90,41,10.5,1,1
31200,166,68,52,10.5,0,1
14400,165,59,47,11.5,0,1
39000,173,74,47,11.5,1,1
33800,179,86,37,10.5,1,1
75600,180,74,47,15,1,0
278400,183,89,59,18,1,1
75600,183,84,37,13,1,0
86000,170,51,50,16,0,0
74000,180,90,58,11.5,1,1
65000,160,68,48,11.5,0,1
49956,175,80,27,11.5,1,0
77300,183,85,38,18,1,1
96000,177,75,40,13,1,1
62400,178,80,38,11.5,1,1
65000,178,83,59,18,1,0
42900,171,65,57,11.5,0,0
70800,162,57,50,11.5,0,0
31400,171,75,26,11.5,1,1
23400,165,68,46,10.5,0,0
24500,174,80,24,10.5,1,0
85004,177,70,47,16,1,1
45000,172,62,33,14.5,0,1
64514,188,86,55,13,1,1
74800,184,87,41,11.5,1,1
30500,178,110,49,10.5,1,1
22800,175,72,21,10.5,1,0
58800,181,93,55,10.5,1,1
41950,186,76,26,14,1,0
28500,174,61,47,11.5,1,0
55700,175,67,37,18,0,1
36300,170,74,46,11.5,0,0
30000,194,117,46,10.5,1,0
41400,178,105,44,12,1,0
32400,176,76,45,10.5,1,1
13200,172,61,26,18,0,0
150000,184,94,38,18,1,1
50792,184,90,42,11,1,1
30084,171,84,37,12,0,1
40296,165,69,58,15,0,1
36972,165,58,53,15,0,0
46884,188,95,55,13,1,0
43800,180,114,42,10.5,1,0
29570,186,73,57,18,1,1
48600,170,65,58,15,0,1
66000,170,63,54,10.5,0,1
46900,186,100,40,11.5,1,1
42000,168,67,35,18,0,1
19596,158,55,40,11.5,0,0
56000,182,97,38,10.5,1,0
48000,180,82,57,10.5,1,1
23060,178,97,57,10.5,1,0
31390,168,58,45,11,1,1
49000,181,100,36,18,1,0
40100,168,58,35,16,0,0
34600,165,60,31,18,0,0
49600,185,70,30,18,1,0
74027,171,94,37,16,1,1
17327,180,78,31,18,0,1
108000,169,72,53,18,1,1
61500,170,70,48,10.5,1,1
53740,165,68,48,12,0,1
65168,186,101,46,12,1,1
44300,190,86,45,11.5,1,0
43200,180,86,47,16,1,1
38850,192,75,46,11,1,1
120000,180,69,51,18,1,1
37200,180,110,30,10.5,1,1
31200,156,72,62,9,0,1
48500,175,90,41,10.5,1,1
20400,176,70,48,10.5,1,0
16291,179,83,59,10.5,1,1
32783,183,78,37,11.5,1,1
23503,168,59,36,15,0,0
41404,182,78,29,11,1,1
31486,175,90,55,12,1,0
34000,183,84,54,10.5,1,1
13700,158,98,50,10.5,0,1
56700,186,76,35,15,1,1
45465,175,65,46,11.5,1,1
36000,192,80,41,14.5,1,1
52800,158,58,50,15,0,0
33540,187,95,64,13,1,0
32050,175,90,44,10.5,1,1
71000,187,94,37,13,1,0
46409,168,62,30,16,0,0
30520,165,52,56,10.5,0,1
37200,169,69,27,15,0,0
22160,168,81,44,11,0,0
38880,186,120,46,11.5,1,0
28800,170,87,54,10.5,1,0
38209,169,70,55,10.5,0,1
53400,180,104,55,18,1,0
36509,188,85,61,16,1,0
111000,165,79,42,16,1,1
34130,174,85,40,10.5,1,1
108000,175,100,51,11,1,0
60554,172,76,43,18,1,1
57800,175,75,44,18,1,1
180000,178,93,40,18,1,1
30000,173,68,40,18,0,1
37800,174,73,31,18,0,0
48400,176,83,61,18,1,1
20400,178,80,30,16,1,0
40258,158,57,52,11.5,0,0
23796,172,98,61,10.5,1,1
23400,183,100,45,11.5,1,1
24464,160,58,56,10,1,0
31300,180,82,39,11.5,1,0
34500,185,90,28,11.5,1,0
33906,170,70,53,10,0,1
45794,186,128,51,14,1,1
26950,180,95,37,10.5,1,1
28800,178,93,44,11,1,1
37708,185,97,38,12,1,1
19800,168,63,25,12,0,0
27000,175,92,44,10.5,1,0
53540,172,80,41,16,1,1
19820,177,80,59,10.5,1,1
35600,189,90,61,10.5,1,1
22600,192,120,52,13.5,1,0
34707,188,90,34,12,1,1
36000,180,80,52,18,1,1
22800,176,77,50,13,0,1
57600,182,91,41,11,1,1
43200,172,72,56,12,1,1
32200,175,82,22,11.5,1,0
25000,178,100,39,10.5,1,1
17100,180,60,22,8.5,1,0
14700,160,50,21,10.5,0,0
33200,180,83,40,11.5,1,1
33600,180,90,58,10.5,1,1
16500,160,55,55,10.5,0,1
15680,172,75,37,10.5,1,1
63700,187,95,46,11.5,1,1
26900,178,105,60,14.5,1,1
23650,176,73,22,11.5,1,0
16590,159,53,39,7,0,1
28800,185,94,53,10.5,1,1
13150,170,80,52,10.5,0,1
41100,173,93,53,11.5,1,1
41500,178,72,39,11.5,1,1
45600,175,80,46,10.5,1,1
20400,170,75,57,10.5,0,0
44600,178,77,47,11,1,1
81507,185,90,52,12,1,0
29960,167,90,30,11.5,0,0
25000,186,80,24,11.5,1,0
46900,170,62,62,18,1,1
26400,184,110,56,10.5,1,1
29800,182,75,25,10.5,1,0
26400,180,72,23,10.5,1,0
42850,172,78,58,10.5,1,0
52500,187,100,50,18,1,1
66000,190,93,34,15,1,0
86357,161,65,38,18,1,0
50608,172,75,46,11.5,1,1
55870,161,60,52,15,0,0
33800,150,51,25,11.5,0,0
28050,168,76,40,12,0,1
28150,174,73,27,10.5,1,1
31021,199,127,43,13.5,1,1
49874,170,72,48,15,1,1
26478,170,72,47,10.5,1,0
48657,170,74,49,14.5,0,0
13200,166,83,56,11.5,0,1
44966,183,88,44,16,1,1
31000,190,93,44,12,1,1
14400,172,85,42,10,1,0
34300,175,72,56,10.5,1,1
20290,175,64,37,11,0,1
32101,196,130,50,10.5,1,1
43191,181,84,55,10.5,1,1
19500,165,60,49,14.5,0,0
49800,183,83,62,16,1,1
60000,182,88,60,17,1,1
37650,194,95,44,15,1,1
82600,176,70,55,18,1,1
52500,173,76,55,15,1,1
39697,162,80,53,11.5,0,0
26160,162,57,27,11.5,0,0
17299,180,75,25,10.5,1,0
70841,195,86,40,13,1,1
38587,186,131,40,10.5,1,1
28200,166,83,51,11.5,1,0
34212,169,59,58,10.5,1,1
34274,170,74,47,10.5,0,1
64428,163,74,59,10.5,1,1
53050,168,64,52,11.5,0,1
47422,175,91,55,10.5,1,0
88600,183,93,50,18,1,1
20182,172,63,56,9,0,1
83383,170,65,54,10.5,1,1
19197,160,80,26,11.5,0,0
24982,174,63,22,10.5,1,0
24600,180,70,21,10.5,1,0
28490,175,69,41,10.5,1,1
22361,167,70,41,10.5,1,1
37995,180,69,41,10.5,1,1
41900,180,79,51,15,1,1
48304,170,64,58,18,0,0
42000,186,97,49,15,1,0
70500,168,73,44,18,0,0
18200,172,98,52,11.5,1,1
20900,158,64,49,11.5,0,1
29800,168,65,53,13,0,1
12001,166,68,42,12,0,0
40168,180,70,40,13,1,0
24000,175,90,42,18,1,1
18186,170,68,38,18,0,1
35300,174,72,46,13,0,0
67800,173,61,44,15,1,1
33700,169,63,39,18,0,1
19200,193,73,45,11.5,1,1
24400,163,63,42,15,0,1
50016,176,86,49,18,1,1
48000,174,95,56,10.5,1,1
21600,164,58,50,11.5,0,1
20600,170,65,24,11.5,0,0
32800,189,80,41,11.5,1,1
22712,166,93,49,15,1,0
26500,163,56,47,11.5,0,0
70000,182,83,44,12,1,0
36000,158,58,42,13,0,0
26900,171,78,37,11.5,0,1
26900,184,100,35,11.5,1,1
18000,186,90,46,11.5,1,1
13200,187,80,21,10,1,0
19855,168,75,34,12,1,1
28959,163,65,30,11.5,0,1
35540,185,105,44,13,1,1
37098,160,65,42,13,0,1
24902,170,81,56,10.5,1,1
38604,170,90,51,18,0,1
45381,172,64,51,18,0,1
43200,162,58,56,18,0,1
19800,165,61,29,12,0,0
34096,173,73,44,12,0,1
18200,171,67,24,11,0,0
18500,178,78,44,10.5,1,1
26333,162,57,44,11.5,0,1
34800,173,68,43,11.5,0,1
48000,179,88,44,16,1,1
29400,176,81,46,12,0,1
27612,186,85,46,13,1,1
24000,189,112,51,14.5,1,1
22877,163,77,37,10.5,1,1
28200,178,75,47,11.5,1,0
33400,170,55,31,12,0,0
24000,163,67,61,18,0,1
16040,187,78,28,11.5,1,1
16380,177,81,53,14.5,1,1
37950,175,78,52,11.5,0,1
41375,178,95,39,18,1,0
45600,173,73,38,18,0,0
43657,168,69,40,11.5,1,0
25676,170,82,37,11.5,0,0
38900,171,81,46,18,1,0
30800,180,60,46,13,0,0
19500,173,80,50,11.5,1,1
29200,164,64,45,11.5,1,0
24000,175,75,41,13,0,0
32400,170,67,57,13,0,0
34725,165,80,61,18,1,1
16000,165,80,53,13,0,1
38984,163,50,42,18,0,1
33300,178,70,42,15,1,1
30000,172,65,42,14.5,1,0
28300,172,78,57,10.5,1,1
30700,163,61,55,12,0,1
50400,176,62,40,18,1,0
21900,166,65,31,14.5,0,0
17800,168,60,28,10.5,1,0
30200,187,90,55,11.5,1,1
25415,166,64,53,11.5,0,1
58000,178,72,36,11.5,1,1
31450,192,98,44,11.5,1,0
24700,164,57,44,13,0,0
12150,163,47,61,13,0,1
22150,182,113,56,18,1,1
19750,164,87,54,16,0,1
36003,160,75,50,13,0,0
13422,173,105,55,10.5,1,0
13500,168,90,31,12,0,0
46600,160,82,45,13,0,1
22100,175,107,45,11.5,1,1
13500,163,80,40,11.5,0,1
34794,164,68,59,13,1,0
15060,158,56,52,11.5,0,0
25600,165,80,40,11.5,0,0
26700,168,67,50,12,0,1
32700,181,96,50,15,1,1
26100,178,107,57,11.5,1,1
29100,174,74,56,11.5,0,1
